,reward,numerosity,fitness
0,405.59999999999945,312,11559.60000000001
1,3650.5000000000086,3569,454353.68999999936
2,1484.5999999999985,1190,132144.60000000006
3,500.90000000000015,405,25930.559999999998
4,1435.6999999999978,1353,88277.94000000018
5,1404.6000000000001,1210,132524.85000000003
6,960.0,960,68500.80000000003
7,905.5000000000005,971,47796.450000000026
8,162.3,151,5627.22
9,5697.39999999999,6026,1824514.8000000035
10,958.8000000000012,864,49820.40000000005
11,202.40000000000015,184,430.5600000000004
12,2494.2999999999975,2735,116824.28999999985
13,3409.699999999994,2733,655380.5699999996
14,2222.9999999999995,2398,264207.57000000007
15,814.7,895,68835.93000000002
16,240.10000000000002,277,5367.030000000001
17,29.0,30,107.40000000000002
18,103.10000000000004,127,2806.0200000000013
19,60.9,55,237.51
20,682.5999999999982,706,14847.000000000031
21,3087.5000000000005,2999,705878.9400000015
22,1025.6000000000006,1004,110306.21999999999
23,202.30000000000007,239,4968.42
24,4.0,4,7.32
25,450.79999999999933,460,1821.5999999999972
26,577.6999999999995,477,55193.66999999998
27,155.99999999999997,120,540.0
28,81.0,90,4665.5999999999985
29,4760.399999999995,5292,2492802.0899999985
30,1104.0999999999997,913,62529.62999999991
31,121.60000000000007,128,878.7600000000002
32,939.0,814,36097.319999999934
33,1782.600000000001,2462,281203.67999999976
34,868.5,805,63820.07999999998
35,8.000000000000002,8,21.84
36,2421.499999999994,2587,258662.88000000003
37,2891.0000000000014,2470,448831.0499999999
38,146.39999999999995,120,864.0
39,4406.199999999997,4886,1839560.9999999995
40,692.0000000000001,672,81985.80000000002
41,1055.299999999998,1989,18292.079999999984
42,5088.799999999997,4652,1644881.550000002
43,200.9,189,2206.8300000000004
44,2741.4999999999945,2407,369937.6199999998
45,2057.999999999999,1730,335309.37000000005
46,425.0000000000001,618,31896.54000000001
47,88.2000000000002,378,272.15999999999985
48,340.1999999999992,378,982.7999999999978
49,2471.3000000000025,4637,590648.1599999989
50,1016.6000000000018,952,100121.33999999995
51,118.20000000000005,182,1268.5499999999997
52,224.1,447,3682.6800000000085
53,3264.7000000000044,3503,568897.8599999992
54,819.1000000000003,799,51664.20000000001
55,111.60000000000004,124,1563.12
56,4315.000000000011,4050,489290.0699999998
57,1651.6000000000024,1576,51858.39000000002
58,487.9000000000002,405,14381.820000000003
59,2300.7,2055,377866.6500000005
60,1110.1999999999998,970,89425.05000000003
61,418.09999999999917,565,5640.960000000006
62,3145.5999999999967,3552,895598.1599999999
63,216.50000000000003,193,32630.520000000004
64,728.8999999999996,665,113483.72999999997
65,325.8999999999998,267,17900.219999999998
66,5669.199999999991,4588,1118332.8299999996
67,1405.1000000000008,1231,176563.3499999999
68,2289.9000000000046,2519,283163.2800000001
69,837.1,691,66811.92
70,3444.7999999999915,3284,315411.0000000002
71,1598.4,1512,105654.51000000013
72,480.9999999999998,494,12128.43
73,184.40000000000003,140,2540.64
74,540.0000000000015,600,3455.999999999996
75,72.59999999999998,94,194.75999999999993
76,344.9,345,2761.4400000000014
77,3025.3,2901,328936.4399999998
78,636.8000000000002,608,35830.679999999986
79,86.00000000000003,76,751.3199999999998
80,1241.7000000000003,1113,62712.990000000034
81,501.9000000000005,551,18255.929999999997
82,78.19999999999999,102,1101.5999999999997
83,185.1,267,6205.050000000001
84,570.5,489,2581.92
85,5.4,6,21.6
86,4049.099999999991,3639,524123.06999999937
87,1273.3999999999992,1142,201674.09999999986
88,1779.400000000002,1674,375054.12000000034
89,1390.8999999999996,1149,191301.47999999995
90,448.49999999999915,345,1255.8
91,908.4999999999983,805,27027.300000000043
92,1130.9999999999998,1222,37346.39999999999
93,3887.9999999999914,3356,834882.5699999996
94,529.5,419,5945.280000000003
95,177.9,167,5191.53
96,36.4,28,789.36
97,1918.199999999994,2654,145242.2400000001
98,855.7000000000003,811,46917.54000000001
99,1737.599999999996,1676,53880.93000000003
100,2548.800000000001,2180,422880.17999999964
101,196.80000000000004,176,10350.720000000001
102,659.4000000000007,942,9495.359999999962
103,2723.3000000000025,3317,702916.1400000007
104,1799.0000000000011,1614,270289.07999999984
105,3579.900000000006,3799,697848.4199999993
106,1328.6000000000006,1014,152016.78000000003
107,4335.899999999998,3587,1172649.1199999996
108,1531.1999999999973,1424,36011.550000000105
