reward,numerosity,fitness
0,1949,0.0
0,84,0.0
0,60,0.0
0,36,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,18,0.0
0,12,0.0
0,1620,0.0
0,90,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,1889,0.0
0,150,0.0
0,863,0.0
0,264,0.0
0,240,0.0
0,21,0.0
0,21,0.0
0,21,0.0
0,28,0.0
0,18,0.0
0,12,0.0
0,12,0.0
0,2506,0.0
-29,58,0.0
0,116,0.0
0,92,0.0
0,619,0.0
0,96,0.0
0,108,0.0
0,12,0.0
0,18,0.0
0,12,0.0
0,2,0.0
0,1268,0.0
0,96,0.0
0,36,0.0
0,72,0.0
0,36,0.0
0,1260,0.0
0,54,0.0
0,14,0.0
0,21,0.0
0,14,0.0
0,14,0.0
0,2431,0.0
0,144,0.0
-42,84,0.0
0,1338,0.0
0,210,0.0
0,210,0.0
0,72,0.0
0,24,0.0
0,24,0.0
0,3,0.0
0,1174,0.0
0,18,0.0
0,2373,0.0
-36,72,0.0
0,72,0.0
0,72,0.0
0,72,0.0
0,127,0.0
0,1753,0.0
0,96,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,868,0.0
0,144,0.0
0,60,0.0
-6,24,0.0
0,990,0.0
0,18,0.0
0,2036,0.0
0,884,0.0
0,1600,0.0
0,57,0.0
0,1602,0.0
0,1760,0.0
0,24,0.0
0,24,0.0
0,1081,0.0
0,630,0.0
0,96,0.0
0,54,0.0
-18,108,0.0
0,54,0.0
0,2,0.0
0,2,0.0
0,2,0.0
0,2,0.0
0,2,0.0
0,1310,0.0
0,108,0.0
0,72,0.0
0,36,0.0
0,36,0.0
0,24,0.0
0,24,0.0
-12,24,0.0
0,36,0.0
-12,24,0.0
0,1521,0.0
0,96,0.0
0,96,0.0
0,96,0.0
0,36,0.0
0,36,0.0
0,29,0.0
0,1305,0.0
-24,120,0.0
0,12,0.0
0,12,0.0
0,1005,0.0
0,18,0.0
0,1272,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,1232,0.0
0,24,0.0
-12,36,0.0
0,48,0.0
0,882,0.0
0,1943,0.0
-24,72,0.0
-18,54,-21.599999999999994
0,2143,0.0
0,90,0.0
0,1030,0.0
0,144,0.0
0,12,0.0
-6,18,0.0
0,1190,0.0
0,84,0.0
0,96,0.0
0,48,0.0
0,948,0.0
-6,12,0.0
0,1780,0.0
0,115,0.0
0,33,0.0
0,44,0.0
0,33,0.0
0,44,0.0
0,10,0.0
0,10,0.0
0,10,0.0
0,10,0.0
0,808,0.0
0,198,0.0
0,126,0.0
0,12,0.0
0,677,0.0
0,1582,0.0
0,120,0.0
0,54,0.0
0,54,0.0
0,36,0.0
0,36,0.0
0,1882,0.0
0,252,0.0
0,144,0.0
0,26,0.0
0,26,0.0
0,26,0.0
0,26,0.0
0,26,0.0
0,1372,0.0
-12,60,0.0
0,672,0.0
0,917,0.0
0,60,0.0
0,36,0.0
0,72,0.0
-12,36,0.0
0,72,0.0
0,2,0.0
0,2,0.0
0,2,0.0
-1,2,0.0
0,2,0.0
0,3,0.0
0,708,0.0
0,480,0.0
0,144,0.0
0,192,0.0
0,312,0.0
0,72,0.0
0,72,0.0
0,36,0.0
0,24,0.0
0,36,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,1908,0.0
0,2113,0.0
0,205,0.0
0,1090,0.0
0,216,0.0
0,90,0.0
-12,48,0.0
0,12,0.0
0,1836,0.0
0,58,0.0
0,58,0.0
0,4440,0.0
0,285,0.0
0,356,0.0
0,178,0.0
0,178,0.0
0,445,0.0
0,178,0.0
0,352,0.0
0,579,0.0
0,288,0.0
0,1178,0.0
0,48,0.0
0,18,0.0
0,1945,0.0
0,72,0.0
-18,36,0.0
0,54,0.0
0,72,0.0
0,13,0.0
0,1996,0.0
0,72,0.0
0,96,0.0
0,72,0.0
0,72,0.0
0,36,0.0
0,36,0.0
0,36,0.0
0,54,0.0
0,36,0.0
0,36,0.0
0,36,0.0
0,1091,0.0
0,630,0.0
0,252,0.0
0,120,0.0
0,108,0.0
0,36,0.0
0,36,0.0
0,36,0.0
0,36,0.0
0,1774,0.0
0,48,0.0
0,120,0.0
0,48,0.0
0,48,0.0
0,48,0.0
0,1635,0.0
0,916,0.0
0,60,0.0
0,1276,0.0
0,2,0.0
0,3,0.0
0,2,0.0
0,2,0.0
0,2,0.0
0,2,0.0
0,985,0.0
0,1476,0.0
0,300,0.0
0,72,0.0
0,72,0.0
0,36,0.0
0,1434,0.0
0,120,0.0
0,48,0.0
0,24,0.0
0,36,0.0
-12,48,-7.199999999999998
0,1930,0.0
0,180,0.0
-18,90,-32.400000000000006
0,1388,0.0
0,120,0.0
0,36,0.0
0,36,0.0
0,14,0.0
0,14,0.0
0,2321,0.0
0,24,0.0
-6,12,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,2,0.0
0,2747,0.0
0,72,0.0
-12,48,-14.399999999999997
-12,24,0.0
0,24,0.0
0,1138,0.0
0,48,0.0
0,684,0.0
0,480,0.0
0,168,0.0
0,90,0.0
0,24,0.0
0,1208,0.0
0,48,0.0
0,12,0.0
0,18,0.0
0,12,0.0
0,12,0.0
0,2055,0.0
0,594,0.0
0,240,0.0
0,168,0.0
0,36,0.0
-18,72,-10.799999999999997
0,36,0.0
0,54,0.0
0,36,0.0
0,2402,0.0
0,1409,0.0
0,36,0.0
0,36,0.0
0,12,0.0
0,931,0.0
0,1151,0.0
-12,72,0.0
-6,12,0.0
0,12,0.0
0,988,0.0
-6,30,0.0
0,12,0.0
0,1633,0.0
0,54,0.0
0,72,0.0
0,54,0.0
0,54,0.0
0,72,0.0
0,24,0.0
0,24,0.0
0,24,0.0
-12,36,0.0
0,24,0.0
0,1518,0.0
0,96,0.0
0,120,0.0
0,96,0.0
0,54,0.0
0,59,0.0
0,14,0.0
0,14,0.0
0,21,0.0
0,14,0.0
-7,14,0.0
0,14,0.0
0,1671,0.0
0,36,0.0
0,36,0.0
0,36,0.0
0,36,0.0
0,36,0.0
0,36,0.0
0,999,0.0
0,630,0.0
0,288,0.0
0,72,0.0
0,1265,0.0
0,90,0.0
0,1536,0.0
0,1150,0.0
0,36,0.0
0,36,0.0
0,36,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,12,0.0
-6,12,0.0
0,12,0.0
0,979,0.0
0,1350,0.0
0,150,0.0
0,36,0.0
0,1133,0.0
0,24,0.0
0,1315,0.0
0,1425,0.0
0,90,0.0
0,36,0.0
0,36,0.0
-6,12,0.0
-6,12,0.0
0,1267,0.0
0,794,0.0
0,162,0.0
0,36,0.0
0,24,0.0
0,48,0.0
0,24,0.0
0,24,0.0
0,36,0.0
0,24,0.0
0,24,0.0
0,2030,0.0
0,120,0.0
0,120,0.0
0,1117,0.0
0,18,0.0
0,18,0.0
-6,12,0.0
0,1414,0.0
0,12,0.0
0,12,0.0
0,1143,0.0
0,60,0.0
0,12,0.0
0,18,0.0
-6,12,0.0
0,583,0.0
0,252,0.0
0,24,0.0
0,1815,0.0
0,18,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,1202,0.0
0,72,0.0
0,72,0.0
-18,36,0.0
0,54,0.0
0,838,0.0
0,48,0.0
0,28,0.0
0,21,0.0
0,21,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,2028,0.0
0,180,0.0
0,60,0.0
0,60,0.0
0,60,0.0
0,90,0.0
0,1231,0.0
0,108,0.0
0,48,0.0
-6,24,-3.6
0,12,0.0
0,18,0.0
0,907,0.0
0,1068,0.0
0,144,0.0
0,72,0.0
0,36,0.0
0,36,0.0
0,12,0.0
0,12,0.0
0,1648,0.0
0,756,0.0
0,210,0.0
0,72,0.0
-36,108,-64.79999999999995
-36,72,0.0
0,1809,0.0
0,144,0.0
0,72,0.0
0,36,0.0
0,12,0.0
0,12,0.0
0,18,0.0
0,12,0.0
0,18,0.0
0,2261,0.0
0,144,0.0
0,108,0.0
-36,108,0.0
-30,120,0.0
0,1127,0.0
0,2,0.0
-1,2,0.0
0,2,0.0
0,2,0.0
-1,2,0.0
0,1174,0.0
0,36,0.0
-12,24,0.0
0,60,0.0
0,1169,0.0
-6,30,0.0
0,1232,0.0
0,72,0.0
0,36,0.0
0,36,0.0
0,36,0.0
0,1337,0.0
-18,90,0.0
0,24,0.0
0,2085,0.0
0,108,0.0
0,144,0.0
0,144,0.0
0,36,0.0
0,36,0.0
0,1833,0.0
0,90,0.0
0,90,0.0
0,90,0.0
0,48,0.0
0,72,0.0
0,48,0.0
0,48,0.0
0,96,0.0
0,1041,0.0
0,126,0.0
0,36,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,1777,0.0
0,120,0.0
0,24,0.0
0,60,0.0
0,1337,0.0
0,68,0.0
0,22,0.0
0,795,0.0
0,390,0.0
0,108,0.0
0,108,0.0
0,1591,0.0
-30,180,-36.0
0,96,0.0
0,54,0.0
0,54,0.0
0,54,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,868,0.0
0,24,0.0
0,30,0.0
0,18,0.0
0,1171,0.0
0,36,0.0
-12,36,0.0
0,1870,0.0
0,116,0.0
0,69,0.0
0,69,0.0
0,22,0.0
-11,33,-13.199999999999998
0,22,0.0
0,3436,0.0
0,72,0.0
0,120,0.0
0,36,0.0
0,2145,0.0
-36,252,0.0
0,52,0.0
0,26,0.0
0,1234,0.0
0,126,0.0
0,72,0.0
0,12,0.0
0,18,0.0
0,30,0.0
0,980,0.0
0,18,0.0
0,390,0.0
0,480,0.0
0,216,0.0
-18,36,0.0
0,36,0.0
0,90,0.0
0,36,0.0
0,90,0.0
0,90,0.0
0,36,0.0
0,20,0.0
0,35,0.0
0,2733,0.0
-42,84,0.0
0,168,0.0
0,759,0.0
0,450,0.0
0,330,0.0
0,18,0.0
0,1790,0.0
0,36,0.0
0,108,0.0
0,36,0.0
0,48,0.0
0,1500,0.0
-6,12,0.0
0,1144,0.0
0,48,0.0
0,48,0.0
0,48,0.0
0,1158,0.0
0,36,0.0
0,1305,0.0
0,39,0.0
0,24,0.0
0,980,0.0
0,90,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,12,0.0
0,42,0.0
0,2,0.0
0,1303,0.0
-6,18,0.0
0,936,0.0
0,60,0.0
-6,12,0.0
0,1526,0.0
0,60,0.0
0,12,0.0
-6,12,0.0
0,18,0.0
0,18,0.0
0,12,0.0
0,891,0.0
0,12,0.0
0,12,0.0
0,24,0.0
0,1630,0.0
0,168,0.0
0,24,0.0
0,1237,0.0
0,360,0.0
0,54,0.0
0,36,0.0
0,24,0.0
0,24,0.0
0,24,0.0
-12,36,0.0
0,1391,0.0
0,48,0.0
0,2,0.0
-1,2,0.0
0,2,0.0
0,2,0.0
0,2143,0.0
0,120,0.0
-30,120,0.0
0,48,0.0
0,96,0.0
0,877,0.0
0,72,0.0
0,12,0.0
0,1357,0.0
0,145,0.0
0,92,0.0
0,34,0.0
0,34,0.0
0,34,0.0
0,898,0.0
0,24,0.0
0,1306,0.0
0,859,0.0
-6,12,0.0
0,12,0.0
0,2125,0.0
0,144,0.0
0,90,0.0
0,90,0.0
-24,48,0.0
0,974,0.0
0,864,0.0
0,60,0.0
0,12,0.0
-6,18,-3.6
0,1151,0.0
0,1257,0.0
0,1504,0.0
0,12,0.0
-6,36,-36.0
0,12,0.0
0,1427,0.0
0,144,0.0
0,36,0.0
0,669,0.0
0,162,0.0
0,24,0.0
0,60,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,1587,0.0
0,252,0.0
0,120,0.0
0,48,0.0
0,48,0.0
0,48,0.0
0,892,0.0
0,18,0.0
0,18,0.0
0,18,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,779,0.0
0,1100,0.0
0,36,0.0
0,48,0.0
0,24,0.0
0,24,0.0
0,1125,0.0
0,48,0.0
0,96,0.0
-12,84,0.0
0,2845,0.0
0,240,0.0
-42,126,0.0
-42,84,0.0
0,1302,0.0
0,18,0.0
-6,24,0.0
0,12,0.0
0,12,0.0
0,1902,0.0
0,144,0.0
0,90,0.0
0,48,0.0
0,72,0.0
0,814,0.0
0,60,0.0
0,1042,0.0
0,108,0.0
0,36,0.0
0,2295,0.0
0,96,0.0
0,144,0.0
-48,96,0.0
0,192,0.0
0,96,0.0
0,96,0.0
0,96,0.0
0,96,0.0
0,161,0.0
0,921,0.0
0,1410,0.0
0,2337,0.0
0,150,0.0
0,54,0.0
-18,90,0.0
0,24,0.0
0,36,0.0
-12,36,0.0
0,36,0.0
0,24,0.0
0,1344,0.0
0,36,0.0
0,1747,0.0
0,72,0.0
0,24,0.0
-12,48,0.0
0,2006,0.0
-18,54,0.0
0,36,0.0
0,1112,0.0
0,12,0.0
0,24,0.0
0,12,0.0
-6,18,-7.2
0,30,0.0
0,12,0.0
0,12,0.0
0,878,0.0
0,759,0.0
0,360,0.0
0,24,0.0
0,30,0.0
0,18,0.0
-6,30,0.0
0,818,0.0
0,540,0.0
-12,36,0.0
0,1347,0.0
0,54,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,1175,0.0
0,126,0.0
0,126,0.0
0,54,0.0
0,90,0.0
0,54,0.0
0,26,0.0
0,26,0.0
0,39,0.0
0,26,0.0
0,26,0.0
0,934,0.0
0,48,0.0
0,18,0.0
0,1070,0.0
0,1110,0.0
0,1858,0.0
0,145,0.0
-23,92,-62.10000000000003
0,92,0.0
0,46,0.0
0,907,0.0
0,813,0.0
0,216,0.0
0,288,0.0
0,1372,0.0
0,12,0.0
0,18,0.0
0,871,0.0
0,60,0.0
0,48,0.0
0,18,0.0
0,12,0.0
0,903,0.0
0,84,0.0
0,30,0.0
0,635,0.0
0,180,0.0
0,72,0.0
0,72,0.0
0,18,0.0
0,24,0.0
0,12,0.0
-6,12,0.0
0,18,0.0
0,1854,0.0
-24,120,0.0
0,72,0.0
0,72,0.0
0,54,0.0
0,24,0.0
0,24,0.0
0,24,0.0
0,1096,0.0
-6,12,0.0
0,12,0.0
0,12,0.0
0,1787,0.0
0,899,0.0
-6,12,0.0
0,882,0.0
0,96,0.0
0,96,0.0
0,702,0.0
0,24,0.0
0,1759,0.0
0,216,0.0
0,144,0.0
0,72,0.0
0,36,0.0
0,36,0.0
0,2038,0.0
0,1075,0.0
0,1195,0.0
0,144,0.0
0,54,0.0
0,36,0.0
0,54,0.0
0,54,0.0
0,54,0.0
