df_label,reward_mean,reward_median,reward_stdev,numerosity_mean,numerosity_median,numerosity_stdev,fitness_mean,fitness_median,fitness_stdev
baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utilitarian,-1.206581352833638,0.0,2.4234666168085273,185.09780621572213,174.0,158.3037558730063,-4.977696526508226,0.0,13.866085348252293
maximin,-1.6524338172502135,0.0,2.8959664334405804,192.25789923142614,162.0,160.38271484017937,-4.333988044406491,0.0,12.837040505890693
egalitarian,-1.6886128364389235,0.0,2.853785466429082,175.99958592132506,174.0,138.26596100746002,-4.812670807453416,0.0,14.070515575625345
average,-1.726027397260274,0.0,2.9052774310783605,142.4403855910705,138.0,107.22401651882812,-3.17351598173516,0.0,11.018327545301812
majoritarian,-1.56486117432863,0.0,2.7507249651015724,226.2084660901229,204.0,171.68400427400567,-4.552025489303595,0.0,13.26152287021506
veto,-1.4667246628969117,0.0,2.743946929247584,252.77598956067857,216.0,196.25680503479273,-4.4526315789473685,0.0,13.196037982730479
optimist,-1.5237280889268918,0.0,2.788942566234049,224.42454040188116,180.0,182.28137640611706,-3.679264643009833,0.0,12.087411608387638
