day,baseline,maximin,utilitarian
1,0.0,0.0,0.0
2,0.365,0.368,0.182
3,1.342,1.327,0.9580000000000001
4,1.862,1.894,1.4075
5,2.385,2.621,1.8245
6,3.1615,3.616,2.7585
7,4.178,4.4765,3.9314999999999998
8,5.013,5.401,4.6585
9,5.7195,6.3395,5.4879999999999995
10,6.967042765090415,7.122708232247037,6.3556041815976645
11,7.666461554922006,7.872080176410321,7.0065600904313
12,8.587659928710897,8.787232831786614,8.116160461087546
13,9.537695263440225,9.760929546183341,9.129198602881047
14,10.326660433690442,10.640340262717228,9.931487894994403
15,11.088012665558994,11.448472419262524,10.732618018292236
16,12.111881469490084,12.22923818593655,11.45054310402218
17,12.872641519080462,12.98911702138668,12.229837423535155
18,13.884059586511516,13.86894462803485,13.29910541047401
19,14.776884629540469,14.78786732022223,14.256275136124268
20,15.523022790857729,15.588595224847694,15.035913569625606
21,16.25976841583862,16.36356449171688,15.826015561246463
22,17.19673209816772,17.199793854966053,16.649358966401262
23,18.073138828785073,17.919663138390458,17.467292310268622
24,18.98406386776948,18.754845349231644,18.38097577897421
25,19.8340588889672,19.621745181222458,19.303732901194724
26,20.612481719889395,20.37627660681379,20.09979763599774
27,21.33920200887829,21.14152260943436,20.870665697068215
28,22.20226582975687,22.003378728842076,21.792652572685157
29,23.03534192574204,22.698241459055396,22.62001590537494
30,23.90126701641963,23.500790343887047,23.507811131188348
31,24.783282583543752,24.369308604066674,24.37097285202885
32,25.58928013893687,25.081949121838356,25.16270859362164
33,26.310502151332756,25.835900139525876,25.96578510356114
34,27.212305079657618,26.758423165353733,26.89783127905149
35,27.921279381502696,27.402038974557254,27.663776582929245
36,28.744493976082627,28.172457322519996,28.56366610489728
37,29.593706109091272,28.926560016602963,29.388950633858595
38,30.38324605722194,29.624473094879637,30.161327400347304
39,31.165318729010757,30.41047921347817,30.928335562238335
40,32.084883277200504,31.439355622886463,32.023060759274514
41,32.81552144129894,32.046795435685596,32.80568844313358
42,33.548234730059825,32.77664699614424,33.67500610373283
43,34.301639831489105,33.51358141611237,34.53232820332647
44,35.04143352044907,34.21365853424409,35.256669594596765
45,35.83073447089926,34.99569245681523,36.07260367795504
46,36.81556878439381,36.08564645380225,37.14969914920118
47,37.49193009229457,36.64166909037745,37.893214187882904
48,38.20165149565498,37.39694955409917,38.75610372472405
49,38.937681103927005,38.142703757208565,39.52587719620819
50,39.634522926837505,38.80020430158106,40.237831171075335
