day,baseline,maximin,utilitarian
1,0.0,0.0,0.0
2,0.183,0.202,0.0935
3,0.643,0.6375,0.4935
4,0.899,0.9465,0.6965
5,1.1025,1.1885,0.8375
6,1.3425,1.4215,1.016
7,1.6095,1.7125,1.3435
8,1.88,2.059,1.639
9,2.1265,2.394,1.954
10,2.3650632911392404,2.6452905811623246,2.1785714285714284
11,2.614807403701851,2.899799599198397,2.403923541247485
12,2.8514257128564284,3.1773547094188377,2.6685110663983904
13,3.1050525262631314,3.470440881763527,2.956740442655936
14,3.355177588794397,3.791082164328657,3.290744466800805
15,3.60280140070035,4.090681362725451,3.6921529175050303
16,3.843765648472709,4.332998996990973,3.9431183341797866
17,4.105658487731597,4.600300902708124,4.176739461655663
18,4.374061091637456,4.874623871614845,4.457084814626714
19,4.632448673009514,5.12888665997994,4.752666328085322
20,4.889334001001502,5.403711133400201,5.100050787201625
21,5.165831663326653,5.689067201604814,5.489588623666836
22,5.405513784461153,5.930220883534137,5.760635571501794
23,5.676691729323308,6.153112449799197,6.003075345976423
24,5.979949874686716,6.394076305220883,6.259354177344951
25,6.259147869674186,6.624497991967871,6.555612506406971
26,6.535338345864662,6.88504016064257,6.88159917990774
27,6.808425275827482,7.145153189352085,7.243464889800102
28,7.074259909683894,7.349094567404427,7.512132163138874
29,7.37531359759157,7.572937625754527,7.771295818275684
30,7.6859006522829905,7.7917505030181085,8.021683014971606
31,8.013547415955845,8.030181086519114,8.270005162622612
32,8.321625689914702,8.23390342052314,8.586990191017037
33,8.611138986452584,8.469284994964752,8.929162357807652
34,8.889111891620672,8.681795259707513,9.171161825726141
35,9.160561966884094,8.888048411497731,9.398858921161827
36,9.468138484696437,9.099344427634897,9.652489626556017
37,9.80080280983442,9.308623298033282,9.91597510373444
38,10.119417962870045,9.505295007564296,10.200726141078839
39,10.436746987951807,9.738624873609707,10.48987012987013
40,10.719236564540433,9.923505572441742,10.760732984293194
41,11.009040683073833,10.125633232016211,10.989005235602095
42,11.317930688096434,10.336372847011145,11.228795811518324
43,11.639377197388248,10.53191489361702,11.47696335078534
44,11.96433952787544,10.7193515704154,11.727748691099476
45,12.256654947262682,10.915864166244297,11.994756161510226
46,12.523881347410759,11.110547667342798,12.225263157894737
47,12.812971342383108,11.297667342799189,12.445789473684211
48,13.138763197586727,11.497464503042597,12.666315789473684
49,13.456510809451986,11.683569979716024,12.887368421052631
50,13.754147812971343,11.856997971602434,13.14421052631579
