episode,min_days,max_days,average_days,total_days,min_berries,max_berries,average_berries,total_berries
1,71.0,630.0,229.25,917.0,1,12,4.25,17
2,65.0,16506.0,6584.5,26338.0,1,78,38.75,155
3,83.0,24624.0,9811.0,39244.0,2,87,42.5,170
4,71.0,18378.0,4686.0,18744.0,1,78,21.5,86
5,86.0,22902.0,10446.5,41786.0,2,85,57.75,231
6,47.0,10620.0,2762.25,11049.0,1,75,21.5,86
7,57.0,32166.0,9833.0,39332.0,1,84,39.25,157
8,65.0,12378.0,3233.25,12933.0,1,76,22.25,89
9,159.0,15930.0,4118.5,16474.0,3,72,21.0,84
10,65.0,14286.0,3648.75,14595.0,1,76,20.75,83
11,77.0,15198.0,4361.5,17446.0,1,76,28.0,112
12,57.0,8856.0,2711.0,10844.0,1,75,25.75,103
13,65.0,180.0,112.25,449.0,1,4,2.25,9
14,36.0,113.0,72.0,288.0,0,3,1.5,6
15,113.0,8448.0,2280.75,9123.0,2,69,20.5,82
16,63.0,25788.0,9040.5,36162.0,1,86,42.25,169
17,65.0,23976.0,13196.75,52787.0,1,84,58.75,235
18,71.0,6792.0,1766.25,7065.0,1,70,18.75,75
19,302.0,19176.0,6649.0,26596.0,8,80,41.75,167
20,36.0,21642.0,10938.75,43755.0,0,82,46.5,186
21,152.0,26304.0,11086.25,44345.0,4,88,52.0,208
22,41.0,8424.0,2152.75,8611.0,0,70,18.25,73
23,147.0,25800.0,14202.75,56811.0,3,85,60.0,240
24,92.0,34152.0,12909.25,51637.0,2,92,45.5,182
25,71.0,944.0,471.0,1884.0,1,20,10.5,42
26,77.0,24930.0,9182.75,36731.0,1,85,42.25,169
27,98.0,4128.0,1214.25,4857.0,2,26,10.25,41
28,162.0,24822.0,11457.0,45828.0,4,86,58.25,233
29,162.0,24318.0,10575.75,42303.0,4,84,56.25,225
30,131.0,395.0,239.75,959.0,3,9,5.75,23
31,86.0,25476.0,8888.75,35555.0,2,86,45.25,181
32,249.0,20340.0,12366.75,49467.0,4,81,57.5,230
33,74.0,17988.0,7626.5,30506.0,2,79,41.5,166
34,71.0,9564.0,2519.5,10078.0,1,70,20.0,80
35,81.0,27972.0,11448.75,45795.0,1,90,58.0,232
36,114.0,1002.0,357.5,1430.0,2,12,5.25,21
37,75.0,581.0,237.0,948.0,1,13,5.0,20
