episode,min_days,max_days,average_days,total_days,min_berries,max_berries,average_berries,total_berries
124,156.0,26694.0,6853.25,27413.0,4,87,26.5,106
125,42.0,25650.0,10928.25,43713.0,0,82,43.5,174
126,36.0,28950.0,11815.5,47262.0,0,83,41.75,167
127,36.0,25722.0,10803.0,43212.0,0,83,33.75,135
128,98.0,17922.0,5204.5,20818.0,2,81,29.25,117
129,63.0,24252.0,6250.25,25001.0,1,85,24.5,98
130,36.0,29640.0,10740.0,42960.0,0,90,41.75,167
131,63.0,34308.0,8711.25,34845.0,1,91,25.25,101
132,36.0,23406.0,11208.75,44835.0,0,80,49.25,197
133,80.0,15852.0,4052.25,16209.0,2,76,21.25,85
134,510.0,27288.0,10257.0,41028.0,8,87,47.5,190
135,215.0,30852.0,10969.75,43879.0,5,87,42.5,170
136,36.0,29172.0,10445.0,41780.0,0,88,42.25,169
137,102.0,26994.0,6975.0,27900.0,2,84,25.5,102
138,144.0,29616.0,7770.75,31083.0,2,91,30.25,121
139,36.0,37776.0,12848.25,51393.0,0,91,42.75,171
140,36.0,27828.0,10482.0,41928.0,0,90,42.0,168
141,41.0,24660.0,11547.25,46189.0,1,86,39.5,158
142,92.0,28470.0,7345.0,29380.0,2,90,27.5,110
143,120.0,20622.0,7848.75,31395.0,2,81,41.25,165
144,36.0,24042.0,10601.25,42405.0,0,88,40.25,161
145,131.0,25128.0,9830.0,39320.0,3,82,41.25,165
146,198.0,27456.0,12558.75,50235.0,4,79,55.75,223
147,228.0,19464.0,7194.75,28779.0,4,82,41.75,167
148,42.0,24804.0,10224.75,40899.0,0,85,46.5,186
149,42.0,22992.0,5982.0,23928.0,0,82,23.5,94
150,36.0,25002.0,6370.25,25481.0,0,85,24.0,96
151,147.0,23460.0,7183.5,28734.0,3,84,35.0,140
152,96.0,22854.0,6143.25,24573.0,2,85,29.0,116
153,36.0,26268.0,10334.75,41339.0,0,80,40.75,163
154,75.0,28068.0,11752.5,47010.0,1,84,38.0,152
155,123.0,32124.0,8180.0,32720.0,2,89,25.25,101
156,63.0,21684.0,6000.75,24003.0,1,84,28.25,113
157,36.0,30708.0,10694.75,42779.0,0,89,41.5,166
158,120.0,37986.0,12915.0,51660.0,2,92,45.5,182
159,62.0,26502.0,6702.0,26808.0,2,87,23.75,95
160,188.0,25182.0,11617.25,46469.0,4,86,40.75,163
161,63.0,24024.0,6094.75,24379.0,1,84,23.0,92
162,42.0,29592.0,7475.0,29900.0,0,87,22.75,91
163,120.0,21534.0,9684.0,38736.0,2,82,40.5,162
164,213.0,19302.0,5170.5,20682.0,5,84,27.0,108
165,69.0,29772.0,10688.25,42753.0,1,90,41.5,166
166,36.0,30474.0,7731.5,30926.0,0,90,24.5,98
167,36.0,24648.0,10069.5,40278.0,0,80,40.75,163
168,180.0,31344.0,11644.5,46578.0,4,90,52.0,208
169,128.0,30228.0,7697.5,30790.0,4,90,25.5,102
170,36.0,28866.0,7359.5,29438.0,0,89,25.75,103
171,87.0,27468.0,6979.25,27917.0,1,87,23.5,94
172,74.0,18558.0,6695.75,26783.0,2,76,33.25,133
173,131.0,26544.0,9561.5,38246.0,3,87,42.25,169
174,47.0,27240.0,6933.5,27734.0,1,88,24.5,98
175,108.0,14646.0,3868.25,15473.0,2,72,22.25,89
176,41.0,29316.0,7477.75,29911.0,1,90,25.75,103
177,36.0,24690.0,6226.25,24905.0,0,84,21.75,87
178,36.0,29790.0,7494.5,29978.0,0,91,23.75,95
179,41.0,25146.0,10625.0,42500.0,1,85,41.25,165
180,132.0,27474.0,11714.25,46857.0,2,85,40.75,163
181,47.0,29814.0,7538.75,30155.0,1,90,24.25,97
182,36.0,34122.0,8571.5,34286.0,0,90,23.0,92
183,126.0,26556.0,9810.75,39243.0,2,86,41.0,164
184,36.0,23844.0,10390.5,41562.0,0,81,40.0,160
185,138.0,24456.0,11185.5,44742.0,2,83,41.25,165
186,239.0,14430.0,4068.5,16274.0,7,72,26.25,105
187,41.0,31566.0,7966.5,31866.0,1,88,23.5,94
188,176.0,34068.0,10909.75,43639.0,4,92,42.5,170
189,36.0,27750.0,7074.5,28298.0,0,86,24.0,96
190,95.0,24666.0,7365.25,29461.0,3,87,34.0,136
191,41.0,25500.0,10835.5,43342.0,1,81,40.75,163
192,447.0,27606.0,11586.0,46344.0,9,85,44.75,179
193,80.0,18798.0,4771.0,19084.0,1,81,21.75,87
194,102.0,27072.0,6919.25,27677.0,2,86,24.25,97
195,36.0,20058.0,8094.5,32378.0,0,83,39.75,159
196,81.0,26124.0,10101.75,40407.0,1,85,41.0,164
197,120.0,37794.0,9603.5,38414.0,2,93,26.5,106
198,138.0,25902.0,9801.0,39204.0,2,82,41.25,165
199,102.0,26238.0,6736.25,26945.0,2,87,25.0,100
200,41.0,27384.0,7047.0,28188.0,1,89,27.25,109
201,92.0,29910.0,8144.0,32576.0,2,87,29.5,118
202,87.0,22746.0,9789.0,39156.0,1,86,41.5,166
203,143.0,23598.0,6222.25,24889.0,3,84,26.25,105
204,159.0,27186.0,8187.0,32748.0,3,89,42.25,169
205,237.0,31908.0,11733.75,46935.0,3,90,44.25,177
206,95.0,24558.0,6315.5,25262.0,3,86,25.5,102
207,198.0,30540.0,7858.25,31433.0,4,88,26.75,107
208,41.0,23070.0,12087.5,48350.0,1,88,49.25,197
209,47.0,23430.0,11412.5,45650.0,1,84,39.5,158
210,122.0,27432.0,7486.75,29947.0,2,88,29.75,119
211,459.0,24456.0,9748.5,38994.0,11,76,52.25,209
212,41.0,8286.0,2116.25,8465.0,1,73,19.0,76
213,69.0,33168.0,8395.25,33581.0,1,89,24.0,96
214,134.0,37524.0,9498.25,37993.0,3,91,25.5,102
215,102.0,26604.0,11203.5,44814.0,2,82,40.5,162
216,36.0,28596.0,8941.5,35766.0,0,87,39.5,158
217,99.0,25638.0,6513.5,26054.0,2,87,24.25,97
218,36.0,25386.0,10172.25,40689.0,0,80,40.75,163
219,36.0,35658.0,8971.25,35885.0,0,92,24.0,96
220,36.0,24372.0,10133.25,40533.0,0,82,40.25,161
221,36.0,28620.0,7392.75,29571.0,0,89,26.25,105
222,36.0,23808.0,10418.25,41673.0,0,82,42.25,169
223,69.0,24384.0,11851.5,47406.0,1,84,39.25,157
224,78.0,32910.0,8573.75,34295.0,2,92,28.25,113
225,63.0,23106.0,5929.0,23716.0,1,83,24.25,97
226,36.0,33048.0,8342.75,33371.0,0,90,24.25,97
227,192.0,29502.0,10776.0,43104.0,4,87,46.0,184
228,74.0,28764.0,10040.0,40160.0,2,83,41.0,164
229,108.0,29274.0,7625.75,30503.0,2,90,28.75,115
230,74.0,23334.0,6327.5,25310.0,2,83,29.0,116
231,42.0,31608.0,11676.5,46706.0,0,86,41.5,166
232,125.0,24750.0,9897.5,39590.0,3,87,41.75,167
233,69.0,19896.0,8957.75,35831.0,1,81,41.25,165
234,63.0,22746.0,8181.75,32727.0,1,82,41.5,166
235,75.0,23406.0,11515.5,46062.0,1,86,40.25,161
236,36.0,30618.0,7696.75,30787.0,0,90,23.25,93
237,75.0,31404.0,7955.75,31823.0,1,89,24.0,96
238,75.0,14184.0,3863.25,15453.0,1,73,24.0,96
239,80.0,23376.0,5914.75,23659.0,1,86,23.25,93
240,86.0,32802.0,12723.5,50894.0,2,90,52.0,208
241,135.0,22452.0,11504.25,46017.0,3,86,47.75,191
242,36.0,479.0,153.75,615.0,0,8,2.75,11
243,42.0,23400.0,10265.0,41060.0,0,85,39.25,157
244,96.0,28266.0,7614.5,30458.0,2,88,28.75,115
245,81.0,30138.0,7614.25,30457.0,1,88,23.75,95
246,126.0,26700.0,11277.75,45111.0,2,85,42.0,168
247,63.0,35754.0,10290.75,41163.0,1,95,38.25,153
248,108.0,23088.0,9532.5,38130.0,2,81,40.25,161
249,36.0,21762.0,11046.75,44187.0,0,88,42.0,168
250,75.0,30030.0,10723.25,42893.0,1,90,41.5,166
251,93.0,23670.0,11760.75,47043.0,1,85,39.0,156
252,36.0,30978.0,11355.75,45423.0,0,81,43.75,175
253,36.0,18990.0,9340.5,37362.0,0,81,38.0,152
254,198.0,32148.0,11239.5,44958.0,4,91,44.25,177
255,237.0,21612.0,6022.5,24090.0,5,84,32.0,128
256,885.0,24186.0,12471.0,49884.0,21,84,52.0,208
257,36.0,29130.0,10524.0,42096.0,0,83,44.75,179
258,210.0,24816.0,9676.25,38705.0,4,85,41.5,166
259,57.0,30744.0,7777.25,31109.0,1,89,24.0,96
260,81.0,21660.0,8354.25,33417.0,1,83,41.0,164
261,152.0,31350.0,8247.5,32990.0,4,87,27.75,111
262,155.0,22668.0,10560.5,42242.0,5,85,41.75,167
263,87.0,23454.0,10726.5,42906.0,1,84,38.5,154
264,69.0,33444.0,8489.0,33956.0,1,88,24.0,96
265,36.0,31980.0,8162.25,32649.0,0,89,25.5,102
266,120.0,26148.0,6795.5,27182.0,2,87,26.75,107
267,69.0,29394.0,8680.5,34722.0,1,87,32.75,131
268,170.0,31020.0,8612.0,34448.0,4,91,34.75,139
269,47.0,30594.0,7860.25,31441.0,1,92,27.25,109
270,41.0,18714.0,7414.75,29659.0,1,83,40.0,160
271,63.0,22578.0,10316.25,41265.0,1,82,40.75,163
272,81.0,21678.0,10344.75,41379.0,1,83,39.25,157
273,633.0,23850.0,11856.0,47424.0,11,87,45.25,181
274,171.0,26046.0,11773.5,47094.0,3,85,42.0,168
275,102.0,28608.0,7264.0,29056.0,2,86,24.0,96
276,36.0,23682.0,5976.75,23907.0,0,84,21.75,87
277,41.0,26346.0,6658.5,26634.0,1,86,23.25,93
278,69.0,23742.0,11336.75,45347.0,1,87,40.25,161
279,170.0,26190.0,11780.0,47120.0,4,84,40.5,162
280,75.0,25620.0,10987.25,43949.0,1,88,49.0,196
281,36.0,30282.0,9262.5,37050.0,0,90,42.25,169
282,42.0,24216.0,10617.0,42468.0,0,81,40.25,161
283,480.0,23892.0,11671.5,46686.0,12,85,45.0,180
284,102.0,27642.0,7076.75,28307.0,2,87,25.0,100
285,75.0,25428.0,10336.5,41346.0,1,80,42.0,168
286,36.0,22194.0,9066.75,36267.0,0,80,38.75,155
287,57.0,25464.0,11396.25,45585.0,1,80,51.5,206
288,345.0,29232.0,11397.75,45591.0,5,82,43.0,172
289,173.0,28110.0,8128.0,32512.0,5,89,32.75,131
290,41.0,35160.0,9289.25,37157.0,1,94,31.75,127
291,98.0,22350.0,11128.0,44512.0,2,90,42.0,168
292,291.0,28494.0,10494.0,41976.0,5,88,45.0,180
293,120.0,22476.0,10695.0,42780.0,2,87,40.5,162
294,90.0,22968.0,9685.25,38741.0,2,80,40.25,161
295,327.0,26520.0,10213.5,40854.0,7,81,44.0,176
296,47.0,27078.0,6894.25,27577.0,1,87,24.5,98
297,47.0,35388.0,9021.25,36085.0,1,90,26.0,104
298,74.0,32268.0,11054.75,44219.0,2,90,42.0,168
299,41.0,28884.0,7302.25,29209.0,1,87,23.5,94
300,119.0,24636.0,9835.25,39341.0,3,85,41.5,166
301,74.0,24210.0,8521.25,34085.0,1,84,40.0,160
302,203.0,24024.0,8982.5,35930.0,5,84,45.25,181
303,114.0,21564.0,7868.75,31475.0,2,85,40.5,162
304,80.0,25332.0,9731.0,38924.0,2,88,42.0,168
305,158.0,24426.0,10609.75,42439.0,4,80,42.5,170
306,138.0,32478.0,8426.75,33707.0,2,91,27.25,109
307,41.0,21624.0,10767.25,43069.0,1,80,38.75,155
308,53.0,33186.0,9154.25,36617.0,1,91,34.25,137
309,114.0,20280.0,9928.5,39714.0,2,80,46.75,187
310,47.0,31302.0,8110.75,32443.0,1,91,27.0,108
311,59.0,25692.0,7505.5,30022.0,1,85,35.0,140
312,89.0,22296.0,10966.0,43864.0,3,89,41.25,165
313,36.0,31176.0,7978.0,31912.0,0,89,25.75,103
314,36.0,15324.0,3949.25,15797.0,0,72,20.25,81
315,41.0,37020.0,9324.0,37296.0,1,92,24.5,98
316,81.0,22692.0,10912.25,43649.0,1,82,40.25,161
317,80.0,29148.0,11609.75,46439.0,2,82,41.0,164
318,36.0,25740.0,9839.25,39357.0,0,83,41.75,167
319,36.0,26334.0,6797.75,27191.0,0,88,25.25,101
320,129.0,39222.0,9942.5,39770.0,2,91,25.75,103
321,98.0,26184.0,6723.25,26893.0,2,84,24.0,96
322,206.0,24132.0,11424.5,45698.0,4,83,42.0,168
323,80.0,20880.0,8846.75,35387.0,2,82,41.25,165
324,36.0,27396.0,6929.0,27716.0,0,89,24.0,96
325,41.0,24870.0,6894.25,27577.0,1,87,31.75,127
326,104.0,20922.0,5506.0,22024.0,2,85,27.25,109
327,87.0,22068.0,10419.0,41676.0,1,82,39.0,156
328,36.0,24330.0,9159.0,36636.0,0,83,39.5,158
329,36.0,37710.0,9602.25,38409.0,0,94,26.0,104
330,47.0,35490.0,9004.75,36019.0,1,91,26.0,104
331,69.0,27216.0,9743.25,38973.0,1,87,41.25,165
332,36.0,27240.0,6905.0,27620.0,0,87,23.75,95
333,74.0,20526.0,9664.25,38657.0,2,77,49.75,199
334,36.0,197.0,123.5,494.0,0,5,2.5,10
335,141.0,25794.0,6647.0,26588.0,3,85,24.75,99
336,131.0,41910.0,10936.25,43745.0,3,98,32.0,128
337,108.0,21144.0,9991.5,39966.0,2,83,42.25,169
338,36.0,23592.0,5927.5,23710.0,0,84,21.5,86
339,36.0,23208.0,8326.5,33306.0,0,80,40.5,162
340,36.0,26484.0,6664.75,26659.0,0,87,22.5,90
341,41.0,31746.0,11338.75,45355.0,1,89,41.0,164
342,36.0,21204.0,5360.0,21440.0,0,82,21.5,86
343,315.0,25914.0,10461.75,41847.0,4,83,41.5,166
344,513.0,29574.0,11879.25,47517.0,7,87,43.5,174
345,147.0,36474.0,12654.0,50616.0,3,91,44.75,179
346,80.0,24522.0,11437.75,45751.0,2,88,40.25,161
347,42.0,27252.0,11414.25,45657.0,0,82,44.5,178
348,36.0,30516.0,7783.25,31133.0,0,91,25.5,102
349,339.0,23538.0,9648.0,38592.0,5,81,43.25,173
350,36.0,35904.0,9130.25,36521.0,0,92,26.25,105
351,156.0,25896.0,9273.0,37092.0,2,83,43.25,173
352,75.0,30996.0,7905.25,31621.0,1,86,24.75,99
353,36.0,38112.0,9693.5,38774.0,0,93,27.0,108
354,96.0,25386.0,9588.0,38352.0,2,86,43.0,172
355,36.0,23652.0,5982.5,23930.0,0,85,22.5,90
356,75.0,25398.0,11531.25,46125.0,1,84,40.75,163
357,294.0,28710.0,7412.75,29651.0,6,88,26.75,107
358,36.0,40320.0,11346.0,45384.0,0,95,41.75,167
359,137.0,32412.0,11914.25,47657.0,2,82,42.0,168
360,84.0,25476.0,10021.5,40086.0,2,86,40.75,163
361,87.0,35904.0,9156.5,36626.0,1,91,26.25,105
362,69.0,20556.0,8108.0,32432.0,1,79,39.75,159
363,140.0,20436.0,10682.75,42731.0,4,80,51.0,204
364,90.0,28482.0,8201.0,32804.0,2,89,34.5,138
365,113.0,28512.0,7253.75,29015.0,3,87,24.5,98
366,117.0,28698.0,7387.25,29549.0,3,88,26.25,105
367,36.0,23562.0,8449.5,33798.0,0,84,39.25,157
368,36.0,26748.0,6737.5,26950.0,0,85,22.25,89
369,92.0,33852.0,8631.25,34525.0,2,92,26.75,107
370,222.0,26514.0,10157.25,40629.0,4,82,43.5,174
371,36.0,23952.0,11538.75,46155.0,0,85,39.75,159
372,102.0,36876.0,13513.5,54054.0,2,94,44.5,178
373,108.0,24192.0,6177.0,24708.0,2,85,23.75,95
374,87.0,32106.0,8255.0,33020.0,1,89,27.0,108
375,47.0,29454.0,9775.75,39103.0,1,90,40.0,160
376,36.0,25884.0,9459.75,37839.0,0,83,41.25,165
377,342.0,21852.0,9931.5,39726.0,4,86,41.5,166
378,69.0,35034.0,9747.75,38991.0,1,91,33.5,134
379,36.0,29154.0,10611.0,42444.0,0,86,41.25,165
380,63.0,27126.0,9283.5,37134.0,1,89,41.25,165
381,90.0,27276.0,7465.25,29861.0,2,84,28.75,115
382,231.0,28842.0,7521.75,30087.0,5,85,27.25,109
383,42.0,27186.0,11921.25,47685.0,0,85,39.0,156
384,273.0,28020.0,13829.25,55317.0,7,87,53.5,214
385,36.0,25308.0,6512.0,26048.0,0,88,25.5,102
386,113.0,38034.0,9813.25,39253.0,3,93,29.5,118
387,36.0,26682.0,6741.5,26966.0,0,88,23.25,93
388,36.0,27948.0,7193.75,28775.0,0,87,25.0,100
389,36.0,26226.0,9915.5,39662.0,0,80,40.0,160
390,96.0,25512.0,6529.25,26117.0,2,85,25.0,100
391,57.0,33270.0,8488.75,33955.0,1,92,26.5,106
392,168.0,29538.0,7608.0,30432.0,2,90,26.5,106
393,36.0,170.0,100.0,400.0,0,5,2.25,9
394,267.0,34542.0,8858.0,35432.0,5,91,28.0,112
395,161.0,28758.0,8861.5,35446.0,5,89,37.25,149
396,57.0,7494.0,2564.25,10257.0,1,68,23.75,95
397,36.0,34446.0,12504.75,50019.0,0,84,43.5,174
398,603.0,26616.0,10573.5,42294.0,11,80,45.25,181
399,36.0,26598.0,6791.75,27167.0,0,87,25.0,100
400,92.0,21936.0,5582.5,22330.0,2,83,23.25,93
401,47.0,24540.0,6455.0,25820.0,1,83,25.5,102
402,36.0,24468.0,11568.75,46275.0,0,87,41.75,167
403,185.0,30372.0,8862.25,35449.0,4,87,33.5,134
404,98.0,33894.0,9403.75,37615.0,2,92,32.75,131
405,42.0,27018.0,7336.25,29345.0,0,84,27.75,111
406,69.0,18804.0,7238.25,28953.0,1,77,44.0,176
407,107.0,22674.0,10586.0,42344.0,3,86,42.25,169
408,159.0,30816.0,8236.25,32945.0,3,89,29.0,116
409,144.0,22578.0,8306.25,33225.0,2,80,41.0,164
410,42.0,24906.0,6288.5,25154.0,0,85,22.5,90
411,86.0,34170.0,9135.25,36541.0,2,91,30.0,120
412,222.0,25488.0,11143.5,44574.0,4,83,42.0,168
413,36.0,27084.0,6870.5,27482.0,0,85,23.5,94
414,279.0,28842.0,10836.75,43347.0,5,81,46.75,187
415,69.0,35280.0,12210.0,48840.0,1,93,45.0,180
416,42.0,20262.0,5365.0,21460.0,0,83,25.5,102
417,47.0,23190.0,10316.5,41266.0,1,83,39.25,157
418,258.0,24762.0,12034.5,48138.0,4,87,41.25,165
419,81.0,20736.0,7182.75,28731.0,1,83,40.75,163
420,36.0,27450.0,12298.5,49194.0,0,84,42.25,169
421,36.0,25200.0,11042.25,44169.0,0,83,39.5,158
422,75.0,32298.0,11352.0,45408.0,1,90,43.75,175
423,41.0,19770.0,5046.75,20187.0,1,85,23.5,94
424,41.0,24258.0,11589.5,46358.0,1,85,50.5,202
425,80.0,5541.0,1460.5,5842.0,2,55,15.5,62
426,36.0,23754.0,6094.0,24376.0,0,82,24.5,98
427,71.0,23718.0,6011.5,24046.0,2,84,23.25,93
428,59.0,31806.0,8108.5,32434.0,2,89,25.0,100
429,36.0,24912.0,6587.25,26349.0,0,86,27.25,109
430,285.0,38256.0,13795.5,55182.0,7,92,48.75,195
431,107.0,24972.0,11115.5,44462.0,3,85,43.5,174
432,80.0,20718.0,7679.75,30719.0,2,79,40.25,161
433,147.0,23550.0,9451.5,37806.0,3,85,41.5,166
434,83.0,25866.0,6615.5,26462.0,3,87,25.0,100
435,36.0,18204.0,4753.25,19013.0,0,79,23.25,93
436,63.0,24882.0,10827.75,43311.0,1,81,41.25,165
437,65.0,33972.0,8546.5,34186.0,1,92,24.0,96
438,153.0,20676.0,5501.0,22004.0,3,83,25.75,103
439,63.0,24594.0,10882.25,43529.0,1,84,42.75,171
440,75.0,33840.0,8868.5,35474.0,1,93,29.0,116
441,41.0,25068.0,10681.25,42725.0,1,83,48.5,194
442,87.0,32628.0,9998.75,39995.0,1,94,42.0,168
443,114.0,28980.0,8007.75,32031.0,2,88,31.25,125
444,36.0,33180.0,11757.0,47028.0,0,89,41.25,165
445,36.0,24228.0,10273.5,41094.0,0,82,39.75,159
446,36.0,29238.0,7540.25,30161.0,0,90,27.25,109
447,155.0,29376.0,11676.5,46706.0,5,82,50.75,203
448,81.0,22140.0,5822.0,23288.0,1,84,25.75,103
449,75.0,24264.0,6132.75,24531.0,1,85,22.5,90
