episode,min_days,max_days,average_days,total_days,min_berries,max_berries,average_berries,total_berries
1,372.0,23876.0,6271.5,25086.0,8,80,27.0,108
2,231.0,17736.0,11688.75,46755.0,5,79,58.75,235
3,126.0,19812.0,5248.25,20993.0,2,79,25.0,100
4,77.0,32016.0,8233.0,32932.0,1,90,27.5,110
5,77.0,428.0,217.5,870.0,1,8,4.0,16
6,207.0,21804.0,14562.75,58251.0,5,83,60.75,243
7,141.0,27594.0,11693.25,46773.0,3,85,42.75,171
8,134.0,17682.0,10514.0,42056.0,4,77,58.25,233
9,42.0,384.0,185.0,740.0,0,6,3.5,14
10,137.0,30006.0,11855.0,47420.0,3,85,42.75,171
11,92.0,15918.0,10245.5,40982.0,2,79,56.75,227
12,36.0,17766.0,11767.5,47070.0,0,81,58.5,234
13,65.0,16614.0,4333.75,17335.0,1,74,21.75,87
14,36.0,107.0,79.75,319.0,0,3,1.75,7
15,165.0,26106.0,9507.75,38031.0,3,84,40.75,163
16,171.0,16488.0,9482.25,37929.0,3,76,57.0,228
17,41.0,25932.0,10061.75,40247.0,1,83,41.25,165
18,41.0,14574.0,3833.5,15334.0,1,75,23.25,93
19,165.0,27864.0,7220.0,28880.0,3,86,27.0,108
20,36.0,25248.0,10800.75,43203.0,0,80,42.25,169
21,36.0,16674.0,7420.5,29682.0,0,78,39.5,158
22,36.0,24204.0,8396.0,33584.0,0,82,40.5,162
23,47.0,23172.0,11036.75,44147.0,1,80,40.75,163
24,36.0,24276.0,9684.0,38736.0,0,84,42.5,170
25,42.0,16512.0,9873.0,39492.0,0,75,55.5,222
26,47.0,32016.0,11621.75,46487.0,1,87,42.25,169
27,77.0,8304.0,2150.0,8600.0,1,68,18.0,72
28,90.0,25080.0,14778.0,59112.0,2,81,60.25,241
29,47.0,465.0,167.0,668.0,1,6,2.25,9
30,41.0,19734.0,12065.75,48263.0,1,81,59.5,238
31,42.0,24462.0,10044.0,40176.0,0,84,39.5,158
32,42.0,642.0,343.5,1374.0,0,10,5.5,22
33,150.0,24882.0,10735.5,42942.0,3,82,41.25,165
34,65.0,7304.0,1886.5,7546.0,1,43,11.75,47
35,132.0,24684.0,9020.0,36080.0,2,83,41.5,166
36,194.0,20016.0,13365.5,53462.0,4,78,58.5,234
37,110.0,171.0,148.0,592.0,2,4,3.0,12
38,42.0,20016.0,9530.25,38121.0,0,83,43.0,172
39,108.0,23244.0,11641.5,46566.0,2,81,41.5,166
40,77.0,4248.0,1351.75,5407.0,1,42,17.25,69
41,42.0,16770.0,10437.0,41748.0,0,77,57.0,228
42,42.0,23136.0,10423.5,41694.0,0,81,41.25,165
43,57.0,19722.0,8818.25,35273.0,1,82,40.5,162
44,57.0,23226.0,9658.25,38633.0,1,83,41.25,165
45,68.0,429.0,208.25,833.0,2,6,3.5,14
46,71.0,14580.0,3711.25,14845.0,1,74,19.75,79
47,84.0,22752.0,11211.0,44844.0,2,83,45.5,182
48,36.0,23310.0,9059.75,36239.0,0,81,40.5,162
49,69.0,30774.0,12299.0,49196.0,1,83,41.5,166
50,36.0,29100.0,11560.5,46242.0,0,84,41.75,167
51,77.0,20352.0,5786.5,23146.0,1,81,29.75,119
52,108.0,23496.0,12694.5,50778.0,2,78,58.25,233
53,47.0,20754.0,12524.0,50096.0,1,81,54.0,216
54,57.0,28278.0,7240.25,28961.0,1,86,25.75,103
55,75.0,15978.0,10542.75,42171.0,1,80,57.5,230
56,102.0,22164.0,5867.25,23469.0,2,82,26.0,104
57,273.0,20556.0,10331.25,41325.0,7,80,43.25,173
58,270.0,12276.0,5538.5,22154.0,6,71,38.0,152
59,63.0,30396.0,12657.0,50628.0,1,83,40.5,162
60,120.0,19194.0,4967.25,19869.0,2,77,22.5,90
61,75.0,14288.0,3639.75,14559.0,1,75,20.0,80
62,207.0,17988.0,12212.25,48849.0,5,79,58.75,235
63,36.0,25422.0,12266.25,49065.0,0,83,43.0,172
64,96.0,27396.0,9151.5,36606.0,2,85,40.75,163
65,86.0,23010.0,11202.5,44810.0,2,81,41.25,165
66,93.0,17034.0,10106.25,40425.0,1,78,56.0,224
67,65.0,900.0,390.75,1563.0,1,14,6.75,27
68,63.0,29928.0,10652.0,42608.0,1,85,42.25,169
69,80.0,15942.0,4103.5,16414.0,2,76,22.0,88
70,42.0,21366.0,13681.5,54726.0,0,78,58.0,232
71,110.0,9396.0,3643.25,14573.0,2,73,35.0,140
72,96.0,18768.0,11592.0,46368.0,2,77,57.75,231
73,36.0,24798.0,6237.75,24951.0,0,87,22.0,88
74,71.0,594.0,254.25,1017.0,1,12,5.25,21
75,119.0,13404.0,7561.25,30245.0,3,75,55.75,223
76,69.0,114.0,82.0,328.0,1,2,1.5,6
77,47.0,290.0,165.75,663.0,1,6,4.0,16
78,36.0,30018.0,12190.5,48762.0,0,84,47.75,191
79,42.0,32328.0,11589.75,46359.0,0,85,41.0,164
80,114.0,31926.0,11194.5,44778.0,2,84,43.75,175
81,288.0,16014.0,9291.0,37164.0,6,77,58.0,232
82,65.0,18864.0,4773.25,19093.0,1,76,19.75,79
83,90.0,209.0,147.25,589.0,2,5,3.25,13
84,36.0,29046.0,7536.5,30146.0,0,88,27.5,110
85,125.0,336.0,201.0,804.0,3,6,4.0,16
86,57.0,31074.0,10421.25,41685.0,1,88,41.25,165
87,41.0,29670.0,11281.0,45124.0,1,84,41.5,166
88,63.0,1971.0,596.75,2387.0,1,29,9.25,37
89,53.0,417.0,149.0,596.0,1,6,2.25,9
90,41.0,18840.0,4833.5,19334.0,1,78,21.75,87
91,171.0,19590.0,8799.0,35196.0,3,78,40.75,163
92,87.0,21390.0,12627.75,50511.0,1,78,58.0,232
93,110.0,20736.0,5421.25,21685.0,2,81,25.0,100
94,104.0,621.0,243.5,974.0,2,8,3.75,15
