      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   -1.329    0.0 -1.8946 -0.7634   True
     average  egalitarian    0.481  0.164 -0.0846  1.0466  False
     average majoritarian    0.806 0.0004  0.2404  1.3716   True
     average      maximin   -1.113    0.0 -1.6786 -0.5474   True
     average     optimist    0.481  0.164 -0.0846  1.0466  False
     average  utilitarian   -1.073    0.0 -1.6386 -0.5074   True
     average         veto   -1.401    0.0 -1.9666 -0.8354   True
    baseline  egalitarian     1.81    0.0  1.2444  2.3756   True
    baseline majoritarian    2.135    0.0  1.5694  2.7006   True
    baseline      maximin    0.216 0.9436 -0.3496  0.7816  False
    baseline     optimist     1.81    0.0  1.2444  2.3756   True
    baseline  utilitarian    0.256   0.87 -0.3096  0.8216  False
    baseline         veto   -0.072 0.9999 -0.6376  0.4936  False
 egalitarian majoritarian    0.325 0.6595 -0.2406  0.8906  False
 egalitarian      maximin   -1.594    0.0 -2.1596 -1.0284   True
 egalitarian     optimist      0.0    1.0 -0.5656  0.5656  False
 egalitarian  utilitarian   -1.554    0.0 -2.1196 -0.9884   True
 egalitarian         veto   -1.882    0.0 -2.4476 -1.3164   True
majoritarian      maximin   -1.919    0.0 -2.4846 -1.3534   True
majoritarian     optimist   -0.325 0.6595 -0.8906  0.2406  False
majoritarian  utilitarian   -1.879    0.0 -2.4446 -1.3134   True
majoritarian         veto   -2.207    0.0 -2.7726 -1.6414   True
     maximin     optimist    1.594    0.0  1.0284  2.1596   True
     maximin  utilitarian     0.04    1.0 -0.5256  0.6056  False
     maximin         veto   -0.288 0.7836 -0.8536  0.2776  False
    optimist  utilitarian   -1.554    0.0 -2.1196 -0.9884   True
    optimist         veto   -1.882    0.0 -2.4476 -1.3164   True
 utilitarian         veto   -0.328 0.6487 -0.8936  0.2376  False
----------------------------------------------------------------
