,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
82,2,1,22,2,3,0,0.5000000000000001,17.0,0,0.4,13,5
83,3,1,22,0,2,0,0.0,0.0,2,-1.1,10,2
140,0,2,15,1,2,0,0.5000000000000001,11.0,0,0.4,7,3
141,1,2,15,1,1,0,0.0,5.000000000000001,0,-0.1999999999999999,11,2
200,2,3,15,2,2,0,0.5000000000000003,17.0,0,0.4,8,4
201,3,3,15,1,1,0,0.0,5.000000000000002,4,-1.1,7,2
400,2,4,50,0,7,1,3.6082248300317592e-16,3.608224830031759e-15,0,1.0,28,7
401,3,4,50,0,8,1,0.6,5.999999999999999,0,1.0,26,8
482,0,5,21,1,4,0,1.0999999999999988,16.999999999999986,0,0.8,6,5
483,1,5,21,0,2,0,0.0,0.0,1,-1.1,12,2
516,0,6,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,4,1
517,1,6,9,0,0,0,0.0,0.0,4,-1.1,4,0
716,2,7,50,1,10,2,1.799999999999999,23.99999999999999,0,1.4,22,11
717,3,7,50,1,8,0,0.5999999999999998,11.999999999999996,0,1.8,20,9
800,2,8,21,1,3,0,0.5000000000000002,11.0,0,0.4,11,4
801,3,8,21,0,2,1,0.0,0.0,0,-1.0,8,2
925,3,9,31,0,6,1,1.299999999999999,12.99999999999999,0,0.0,16,6
926,0,9,32,1,4,2,0.0,5.999999999999995,4,-1.1,16,5
1007,0,10,21,0,4,0,1.1,10.999999999999998,0,0.0,14,4
1008,1,10,21,1,2,0,0.0,5.000000000000002,0,-0.1999999999999999,12,3
1113,0,11,27,0,6,1,1.6999999999999988,16.999999999999986,1,1.2000000000000002,15,6
1114,1,11,27,0,3,2,0.0,0.0,1,-1.1,16,3
1147,0,12,9,0,1,1,0.5000000000000001,5.000000000000001,3,0.0999999999999999,7,1
1148,1,12,9,0,0,0,0.0,0.0,0,-1.0,4,0
1182,1,13,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,5,1
1183,2,13,9,1,0,0,0.0,5.000000000000001,0,-1.0,7,1
1382,2,14,50,0,8,2,0.6000000000000005,6.000000000000005,0,1.0,23,8
1383,3,14,50,0,7,0,2.498001805406602e-16,2.4980018054066026e-15,0,1.0,21,7
1582,2,15,50,2,8,0,0.6000000000000001,18.0,0,1.4,22,10
1583,3,15,50,0,8,0,0.6000000000000003,6.000000000000003,0,1.0,26,8
1760,0,16,45,1,9,0,1.6999999999999975,22.99999999999997,0,0.8,14,10
1761,1,16,45,0,6,0,0.0,0.0,3,-1.1,15,6
1960,2,17,50,0,8,1,0.6000000000000001,6.000000000000001,0,1.0,26,8
1961,3,17,50,0,10,0,1.7999999999999985,17.999999999999982,0,1.0,22,10
2092,2,18,33,0,5,0,0.5000000000000007,5.000000000000006,0,0.0,13,5
2093,3,18,33,0,4,0,0.0,0.0,0,-1.0,13,4
2127,1,19,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,6,1
2128,2,19,9,1,0,0,0.0,5.000000000000001,0,-0.1999999999999999,4,1
2161,0,20,9,1,1,0,0.5000000000000001,11.0,0,0.8,4,2
2162,1,20,9,1,0,0,0.0,5.000000000000001,0,-0.1999999999999999,5,1
