episode,min_days,max_days,average_days,total_days,min_berries,max_berries,average_berries,total_berries
1,98.0,3159.0,895.0,3580.0,2,43,13.25,53
2,83.0,82176.0,20625.25,82501.0,2,184,48.0,192
3,86.0,6588.0,1804.75,7219.0,2,26,10.25,41
4,77.0,56136.0,14363.25,57453.0,1,187,53.0,212
5,63.0,17082.0,4324.0,17296.0,1,64,17.0,68
6,36.0,85752.0,21664.25,86657.0,0,185,50.75,203
7,338.0,147624.0,59582.0,238328.0,8,218,146.0,584
8,119.0,6999.0,2077.75,8311.0,3,31,14.25,57
9,77.0,519.0,262.5,1050.0,1,11,5.5,22
10,57.0,178464.0,59008.5,236034.0,1,216,100.25,401
11,41.0,169740.0,63227.75,252911.0,1,222,118.75,475
12,87.0,182406.0,63665.25,254661.0,1,216,123.0,492
13,59.0,68826.0,17442.25,69769.0,1,188,51.75,207
14,165.0,37038.0,9394.0,37576.0,3,174,46.5,186
15,96.0,142932.0,58286.75,233147.0,2,215,102.75,411
16,114.0,138366.0,53854.5,215418.0,2,209,101.5,406
17,90.0,78000.0,20690.25,82761.0,2,182,61.0,244
18,42.0,76764.0,21171.5,84686.0,0,174,62.75,251
19,47.0,58710.0,14937.0,59748.0,1,175,50.0,200
20,53.0,77532.0,19831.25,79325.0,1,192,56.5,226
21,92.0,59178.0,15328.75,61315.0,2,180,52.75,211
22,134.0,1893.0,709.0,2836.0,2,21,11.0,44
23,74.0,74640.0,18716.5,74866.0,1,191,48.75,195
24,36.0,67692.0,17385.5,69542.0,0,189,56.0,224
25,69.0,36498.0,9184.0,36736.0,1,175,44.75,179
26,218.0,153222.0,51074.0,204296.0,5,213,101.0,404
27,186.0,75294.0,19255.25,77021.0,4,144,43.0,172
28,77.0,80730.0,26113.25,104453.0,1,186,87.75,351
29,47.0,260.0,181.5,726.0,1,6,4.0,16
30,270.0,149166.0,50765.25,203061.0,6,215,105.0,420
31,71.0,79998.0,25559.5,102238.0,1,181,90.0,360
32,59.0,105942.0,26578.0,106312.0,1,192,50.0,200
33,68.0,87516.0,36384.5,145538.0,2,181,95.25,381
34,131.0,15867.0,4194.5,16778.0,3,59,19.0,76
35,59.0,159612.0,52519.25,210077.0,1,210,99.75,399
36,41.0,123942.0,50780.0,203120.0,1,211,104.25,417
37,197.0,3930.0,1210.75,4843.0,5,38,13.75,55
38,77.0,141.0,104.75,419.0,2,3,2.5,10
39,81.0,116304.0,33727.5,134910.0,1,173,76.5,306
40,135.0,118734.0,42147.0,168588.0,3,209,115.75,463
41,36.0,500.0,190.0,760.0,0,8,3.5,14
42,77.0,85830.0,21785.25,87141.0,1,194,55.75,223
43,68.0,96864.0,27791.75,111167.0,2,167,69.25,277
44,47.0,81036.0,28011.5,112046.0,1,180,90.25,361
45,71.0,111900.0,28689.25,114757.0,1,200,61.0,244
46,42.0,177942.0,69060.0,276240.0,0,226,112.75,451
47,177.0,753.0,343.75,1375.0,3,11,5.75,23
48,69.0,573.0,281.75,1127.0,1,9,4.5,18
49,77.0,59046.0,14888.0,59552.0,1,187,49.25,197
50,75.0,414.0,205.25,821.0,1,8,3.75,15
51,83.0,182718.0,67424.75,269699.0,1,221,111.0,444
52,93.0,18252.0,5453.75,21815.0,1,62,27.75,111
53,71.0,149808.0,47938.0,191752.0,1,215,100.75,403
54,36.0,75990.0,19227.25,76909.0,0,186,50.75,203
55,135.0,187302.0,63653.75,254615.0,3,220,105.75,423
56,323.0,101910.0,25763.5,103054.0,7,197,55.25,221
57,77.0,64584.0,16246.0,64984.0,1,186,48.5,194
58,47.0,166542.0,57677.75,230711.0,1,222,121.0,484
59,113.0,158226.0,53666.75,214667.0,3,214,107.75,431
60,36.0,166146.0,55115.75,220463.0,0,208,98.25,393
61,36.0,164196.0,51953.75,207815.0,0,212,98.25,393
62,59.0,17676.0,4572.5,18290.0,1,68,20.0,80
63,116.0,154752.0,53426.75,213707.0,2,210,111.25,445
64,71.0,557.0,255.5,1022.0,1,11,5.5,22
65,71.0,65898.0,17010.25,68041.0,1,175,50.25,201
66,68.0,108210.0,32831.0,131324.0,2,178,89.5,358
67,47.0,25488.0,6421.5,25686.0,1,173,44.25,177
68,59.0,69708.0,17570.5,70282.0,1,181,47.75,191
69,47.0,181392.0,64486.75,257947.0,1,221,102.0,408
70,89.0,25236.0,6423.0,25692.0,2,169,45.0,180
71,75.0,48312.0,12223.0,48892.0,1,182,48.5,194
72,87.0,468.0,256.25,1025.0,1,8,4.75,19
73,114.0,84618.0,22189.25,88757.0,2,199,62.5,250
74,59.0,138612.0,45700.25,182801.0,2,207,112.75,451
75,74.0,25842.0,6534.75,26139.0,2,169,44.0,176
76,77.0,35142.0,8891.5,35566.0,1,174,46.0,184
77,59.0,150288.0,53072.75,212291.0,1,212,125.75,503
78,77.0,109134.0,27466.0,109864.0,1,200,53.5,214
79,113.0,169254.0,66245.0,264980.0,3,225,139.25,557
80,93.0,101856.0,59322.75,237291.0,1,189,138.0,552
81,47.0,3060.0,830.5,3322.0,1,40,11.5,46
82,53.0,160998.0,54555.5,218222.0,1,211,98.5,394
83,47.0,26718.0,6888.0,27552.0,1,172,47.5,190
84,89.0,114.0,104.75,419.0,2,2,2.0,8
85,150.0,89322.0,26223.75,104895.0,4,173,76.75,307
86,222.0,22470.0,5968.25,23873.0,6,168,48.5,194
87,68.0,95904.0,24044.0,96176.0,1,195,49.75,199
88,98.0,4749.0,1486.75,5947.0,2,35,15.25,61
89,59.0,158142.0,60371.75,241487.0,1,220,105.0,420
90,68.0,21441.0,5425.75,21703.0,1,89,23.75,95
91,57.0,173904.0,59970.75,239883.0,1,213,115.0,460
92,36.0,161412.0,62540.25,250161.0,0,221,103.5,414
93,146.0,10599.0,2770.0,11080.0,3,95,26.5,106
94,299.0,23322.0,6125.5,24502.0,7,76,25.5,102
95,77.0,80190.0,20274.75,81099.0,1,192,53.5,214
96,36.0,169890.0,58996.5,235986.0,0,223,103.5,414
97,74.0,155838.0,50240.0,200960.0,2,208,97.5,390
98,218.0,2697.0,864.0,3456.0,6,27,11.75,47
99,53.0,186594.0,71228.75,284915.0,1,234,112.5,450
100,89.0,7716.0,2094.25,8377.0,2,34,12.5,50
101,57.0,157590.0,52328.25,209313.0,1,214,105.5,422
102,99.0,198510.0,65204.75,260819.0,1,219,101.0,404
103,41.0,84276.0,34866.5,139466.0,1,182,96.5,386
104,57.0,46512.0,11849.5,47398.0,1,178,49.0,196
105,42.0,170706.0,56192.25,224769.0,0,215,99.0,396
106,57.0,2676.0,730.0,2920.0,1,32,9.0,36
107,42.0,258.0,113.5,454.0,0,3,1.75,7
108,71.0,91500.0,23515.75,94063.0,1,199,61.0,244
109,174.0,4806.0,1727.25,6909.0,4,38,17.75,71
110,77.0,1392.0,426.25,1705.0,2,20,7.0,28
111,114.0,828.0,301.75,1207.0,2,12,5.25,21
112,36.0,77526.0,19450.75,77803.0,0,190,49.0,196
113,77.0,41574.0,10565.25,42261.0,1,174,46.75,187
114,327.0,151698.0,53721.0,214884.0,7,210,113.75,455
115,252.0,127572.0,53302.5,213210.0,6,211,142.5,570
116,92.0,54798.0,18928.25,75713.0,1,184,87.75,351
117,59.0,288.0,125.5,502.0,1,6,2.5,10
118,41.0,65328.0,16384.25,65537.0,1,176,44.75,179
119,71.0,172350.0,57417.5,229670.0,1,222,103.75,415
120,111.0,25374.0,6514.25,26057.0,3,171,47.25,189
121,68.0,9690.0,2600.5,10402.0,1,42,13.5,54
122,225.0,6888.0,1969.0,7876.0,5,56,19.5,78
123,201.0,93030.0,53723.25,214893.0,5,186,137.25,549
124,71.0,156810.0,59718.5,238874.0,1,216,116.5,466
125,53.0,453.0,211.75,847.0,1,7,3.75,15
126,36.0,178902.0,59194.25,236777.0,0,214,98.75,395
127,53.0,92580.0,23222.5,92890.0,1,195,50.25,201
128,77.0,327.0,176.75,707.0,1,7,3.75,15
129,71.0,152256.0,60752.0,243008.0,1,224,139.75,559
130,86.0,13407.0,3483.0,13932.0,2,63,18.75,75
131,71.0,76992.0,19791.25,79165.0,1,189,55.75,223
132,47.0,38178.0,9608.5,38434.0,1,175,45.0,180
133,135.0,17442.0,5592.5,22370.0,3,62,30.75,123
134,36.0,4815.0,1643.75,6575.0,0,65,21.5,86
135,47.0,109398.0,27402.25,109609.0,1,192,49.25,197
136,98.0,113844.0,33209.75,132839.0,2,188,91.0,364
137,41.0,132396.0,53096.0,212384.0,1,211,106.75,427
138,77.0,78318.0,19717.5,78870.0,1,182,48.5,194
139,119.0,92472.0,30798.25,123193.0,3,199,95.5,382
140,59.0,354.0,162.0,648.0,1,6,3.0,12
141,110.0,17394.0,5277.25,21109.0,2,112,39.25,157
142,83.0,5415.0,1549.0,6196.0,2,43,15.25,61
143,168.0,4746.0,1401.25,5605.0,4,40,14.75,59
144,168.0,35538.0,9952.5,39810.0,3,128,40.75,163
145,77.0,24291.0,6552.5,26210.0,1,119,38.5,154
146,75.0,56010.0,14206.25,56825.0,1,180,48.5,194
147,75.0,12345.0,3166.75,12667.0,1,81,22.0,88
148,69.0,144.0,106.0,424.0,1,4,2.75,11
149,147.0,45804.0,11636.5,46546.0,3,175,47.25,189
150,206.0,10005.0,3875.0,15500.0,5,61,28.5,114
151,59.0,62070.0,29894.0,119576.0,1,178,90.25,361
152,237.0,127188.0,42328.25,169313.0,5,207,98.75,395
153,147.0,5385.0,1487.0,5948.0,3,53,16.5,66
154,171.0,80442.0,27339.0,109356.0,3,184,91.25,365
155,36.0,52053.0,13061.75,52247.0,0,131,33.5,134
156,41.0,16515.0,4906.75,19627.0,1,59,26.5,106
157,77.0,225.0,165.5,662.0,1,5,3.5,14
158,63.0,149748.0,49044.75,196179.0,1,210,101.5,406
159,42.0,654.0,291.5,1166.0,0,10,5.0,20
