,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
32,0,1,10,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,,1
504,1,1,200,1,39,0,4.300000000000012,49.000000000000114,5718.0,0,1.0,,40
505,2,1,200,1,46,0,8.500000000000037,91.00000000000036,10278.0,0,2.0,,47
305,3,1,100,0,15,4,0.0,0.0,963.0,4,-1.2,,15
1102,0,2,200,3,39,15,4.199999999999995,59.99999999999994,6300.0,0,1.0,,42
1103,1,2,200,1,57,0,15.00000000000004,156.0000000000004,18906.0,0,1.0,,58
900,2,2,99,0,15,3,0.0,0.0,735.0,2,-1.2,,15
901,3,2,99,0,15,3,0.0,0.0,693.0,2,-1.2,,15
1747,0,3,200,2,39,20,4.199999999999995,53.99999999999995,5856.0,1,2.0,,41
1748,1,3,200,1,59,0,16.20000000000004,168.0000000000004,20436.0,1,2.0,,60
1522,2,3,105,1,16,6,0.0,5.000000000000005,761.0,0,-1.0,,17
1628,3,3,140,0,22,4,0.0,0.0,1194.0,1,-1.2,,22
1920,0,4,45,2,6,1,0.0,11.000000000000004,371.0,2,-1.2,,8
2089,1,4,200,1,41,0,5.400000000000035,60.00000000000034,8772.0,0,2.0,,42
1903,2,4,39,1,5,2,0.0,5.000000000000005,248.0,0,0.0,,6
1946,3,4,57,3,8,3,0.0,17.000000000000004,581.0,0,-1.0,,11
2122,0,5,9,1,0,0,0.0,5.000000000000001,77.0,0,-1.0,,1
2548,1,5,200,2,43,0,6.600000000000007,78.00000000000007,7194.0,0,2.0,,45
2549,2,5,200,1,48,0,9.60000000000004,102.00000000000038,12786.0,2,0.8,,49
2251,3,5,51,0,7,2,0.0,0.0,489.0,4,-1.2,,7
3122,0,6,200,4,40,19,4.800000000000011,72.00000000000011,7896.0,0,2.0,,44
3123,1,6,200,1,62,0,18.0,186.0,23460.0,0,1.0,,63
2957,2,6,117,1,18,7,0.0,5.000000000000004,845.0,2,-1.2,,19
2777,3,6,57,2,8,3,0.0,11.000000000000009,437.0,0,0.0,,10
3736,0,7,200,0,53,2,12.600000000000032,126.00000000000033,12810.0,1,2.0,,53
3737,1,7,200,0,43,1,6.600000000000002,66.00000000000001,7050.0,1,2.0,,43
3738,2,7,200,1,45,0,7.800000000000027,84.00000000000027,8964.0,0,1.0,,46
3183,3,7,15,2,1,0,0.0,11.0,128.0,3,-1.2,,3
4353,0,8,200,2,39,12,4.199999999999994,53.999999999999936,5676.0,1,2.0,,41
4354,1,8,200,1,56,0,14.400000000000034,150.00000000000034,16158.0,0,1.0,,57
4236,2,8,141,1,22,5,0.0,5.000000000000011,1043.0,2,-1.2,,23
4038,3,8,75,0,11,1,0.0,0.0,519.0,0,-1.0,,11
5021,0,9,200,3,49,8,10.200000000000037,120.00000000000036,14754.0,0,2.0,,52
5022,1,9,200,2,49,4,10.200000000000044,114.00000000000044,14892.0,0,2.0,,51
5023,2,9,200,0,37,3,2.9999999999999902,29.9999999999999,4470.0,0,1.0,,37
