day,baseline,maximin
1,0.0,0.0
2,0.1155,0.1685
3,0.514,0.7150000000000001
4,0.8955,1.2095
5,1.424,1.896
6,2.092,2.7205
7,2.943,3.4815
8,3.8574999999999995,4.1725
9,4.5785,4.8839999999999995
10,5.263152427669143,5.6515239829370305
11,5.770977415383792,6.240702836787536
12,6.428768448261925,6.965853912739042
13,7.228942266205145,7.670671678219691
14,8.07199873025506,8.381303678209216
15,8.773147608971755,9.071190540930633
16,9.646776997289619,9.983461686511895
17,10.100300665864758,10.539761164165668
18,10.727905561798984,11.21421433993888
19,11.501956890614704,11.903070642056374
20,12.234864519910163,12.537179942968294
21,12.932141588417995,13.191415280045623
22,13.963187735853687,14.173110286647994
23,14.420617814781217,14.752222815101439
24,14.99256810540006,15.403657900975094
25,15.725187475427983,16.01646829921053
26,16.42545919473443,16.68086261674905
27,17.174390936810646,17.36189489118125
28,18.29505282287512,18.380270680110357
29,18.739560670077196,18.90920030982505
30,19.33345064624209,19.532424411573714
31,19.99650346008596,20.146491207886154
32,20.69156830631584,20.82942245958376
33,21.503991780411653,21.54469623821241
34,22.61034068865689,22.606978070774677
35,23.009607974850976,23.14914832275831
36,23.63977072591074,23.722833434032122
37,24.303256479309255,24.355259346873233
38,24.957927187680905,25.007177416263254
39,25.78500202565656,25.72416005901285
40,26.840171331655892,26.820671015346843
41,27.29154528148591,27.322099866746264
42,27.853577425774027,27.90417930637151
43,28.517343513736964,28.506113135768718
44,29.14428879905754,29.119170838666246
45,30.073372270907967,29.92754466555978
46,31.12959519608641,31.05507376889146
47,31.58232903600046,31.601902749413277
48,32.11001874575331,32.2370542897823
49,32.70755360738916,32.78929136372926
50,33.32507725253108,33.43648888838454
