day,baseline,maximin
1,0.0,0.0
2,0.057,0.0855
3,0.253,0.3135
4,0.4115,0.482
5,0.592,0.6795
6,0.7705,0.848
7,0.9355,1.007
8,1.1175,1.2315
9,1.3205,1.427
10,1.5978627671541057,1.6100466079751423
11,1.7699662542182226,1.76126359399275
12,1.918447694038245,1.9425168306576903
13,2.074803149606299,2.123770067322631
14,2.2553430821147358,2.314862765406525
15,2.451068616422947,2.499223200414293
16,2.7618741976893455,2.685005393743258
17,2.8998716302952503,2.855447680690399
18,3.0218228498074455,3.016181229773463
19,3.165596919127086,3.1952535059331177
20,3.329910141206675,3.358683926645092
21,3.5359477124183005,3.5324675324675323
22,3.8532934131736525,3.743281875357347
23,3.9767964071856285,3.907947398513436
24,4.093562874251497,4.080045740423099
25,4.244011976047904,4.24928530588908
26,4.405688622754491,4.41052029731275
27,4.623233908948195,4.5850379894798365
28,4.962025316455696,4.816149068322981
29,5.069620253164557,4.956521739130435
30,5.166365280289331,5.1124223602484475
31,5.3209764918625675,5.278260869565218
32,5.481012658227848,5.43416149068323
33,5.737254901960784,5.631680618158403
34,6.0154015401540155,5.8930817610062896
35,6.101210121012101,6.0412299091544375
36,6.216721672167217,6.1921733053808525
37,6.380638063806381,6.352900069881202
38,6.55995599559956,6.513626834381552
39,6.817964071856287,6.706268221574344
40,7.0927152317880795,6.993645750595711
41,7.2052980132450335,7.138204924543288
42,7.316556291390729,7.27561556791104
43,7.44635761589404,7.440031771247021
44,7.584105960264901,7.60285941223193
45,7.874818049490538,7.815966386554622
46,8.123417721518987,8.098360655737705
47,8.232963549920761,8.242258652094717
48,8.332805071315372,8.407103825136613
49,8.447488584474886,8.568306010928962
50,8.621765601217657,8.728597449908925
